Punto Inicial,Punto Final,Distancia (m)
"(np.float64(434272.91195031535), np.float64(4812423.9991133185))","(np.float64(434278.893897197), np.float64(4812423.496487167))",6.003026032182928
"(np.float64(434278.893897197), np.float64(4812423.496487167))","(np.float64(434281.31318489654), np.float64(4812422.695409817))",2.548465792201595
"(np.float64(434281.31318489654), np.float64(4812422.695409817))","(np.float64(434283.8133688563), np.float64(4812421.893544325))",2.6256252779176874
"(np.float64(434283.8133688563), np.float64(4812421.893544325))","(np.float64(434286.4580141991), np.float64(4812419.313175109))",3.6949227701216825
"(np.float64(434286.4580141991), np.float64(4812419.313175109))","(np.float64(434290.1069869076), np.float64(4812420.166135005))",3.747338043293322
"(np.float64(434290.1069869076), np.float64(4812420.166135005))","(np.float64(434295.558407562), np.float64(4812423.333957581))",6.305004918739705
"(np.float64(434295.558407562), np.float64(4812423.333957581))","(np.float64(434297.6757740158), np.float64(4812424.757200002))",2.5512466929094457
"(np.float64(434297.6757740158), np.float64(4812424.757200002))","(np.float64(434299.71224392415), np.float64(4812426.181231911))",2.484970134053931
"(np.float64(434299.71224392415), np.float64(4812426.181231911))","(np.float64(434305.17015227454), np.float64(4812430.0154097015))",6.670058687014557
"(np.float64(434305.17015227454), np.float64(4812430.0154097015))","(np.float64(434307.4449744593), np.float64(4812430.992845961))",2.475923587963578
"(np.float64(434307.4449744593), np.float64(4812430.992845961))","(np.float64(434309.7187131886), np.float64(4812431.8592250645))",2.433207874457567
"(np.float64(434309.7187131886), np.float64(4812431.8592250645))","(np.float64(434314.9068571069), np.float64(4812432.919328831))",5.295342983499689
"(np.float64(434314.9068571069), np.float64(4812432.919328831))","(np.float64(434316.2087648692), np.float64(4812433.684116032))",1.5099216152207946
"(np.float64(434316.2087648692), np.float64(4812433.684116032))","(np.float64(434322.0548964153), np.float64(4812435.8484954415))",6.233922704285574
"(np.float64(434322.0548964153), np.float64(4812435.8484954415))","(np.float64(434324.16251032124), np.float64(4812436.272224836))",2.149786728078595
"(np.float64(434324.16251032124), np.float64(4812436.272224836))","(np.float64(434326.2712064624), np.float64(4812436.807012807))",2.1754534215313286
"(np.float64(434326.2712064624), np.float64(4812436.807012807))","(np.float64(434331.5553932043), np.float64(4812439.421151689))",5.895451774125049
"(np.float64(434331.5553932043), np.float64(4812439.421151689))","(np.float64(434333.17330287216), np.float64(4812439.4053829145))",1.617986510309829
"(np.float64(434333.17330287216), np.float64(4812439.4053829145))","(np.float64(434339.1574040366), np.float64(4812439.12492599))",5.990669648127444
"(np.float64(434339.1574040366), np.float64(4812439.12492599))","(np.float64(434341.5087844432), np.float64(4812439.657353641))",2.4109062654725233
"(np.float64(434341.5087844432), np.float64(4812439.657353641))","(np.float64(434343.8601644626), np.float64(4812440.189782112))",2.410906068623189
"(np.float64(434343.8601644626), np.float64(4812440.189782112))","(np.float64(434348.7128106704), np.float64(4812440.031427894))",4.855229271243242
"(np.float64(434348.7128106704), np.float64(4812440.031427894))","(np.float64(434350.17001131945), np.float64(4812440.128297607))",1.4604168833218463
"(np.float64(434350.17001131945), np.float64(4812440.128297607))","(np.float64(434356.4097828738), np.float64(4812441.17818636))",6.3274809713704405
"(np.float64(434356.4097828738), np.float64(4812441.17818636))","(np.float64(434358.67810166837), np.float64(4812441.489292295))",2.2895538990044706
"(np.float64(434358.67810166837), np.float64(4812441.489292295))","(np.float64(434360.9464202383), np.float64(4812441.800398993))",2.2895537802344763
"(np.float64(434360.9464202383), np.float64(4812441.800398993))","(np.float64(434367.18402468634), np.float64(4812442.628181853))",6.2922916106661635
"(np.float64(434367.18402468634), np.float64(4812442.628181853))","(np.float64(434369.2927151625), np.float64(4812443.162983235))",2.1754512272303668
"(np.float64(434369.2927151625), np.float64(4812443.162983235))","(np.float64(434371.40248706326), np.float64(4812443.8088431945))",2.206416225587104
"(np.float64(434371.40248706326), np.float64(4812443.8088431945))","(np.float64(434376.7578104), np.float64(4812445.422708058))",5.59321444590355
"(np.float64(434376.7578104), np.float64(4812445.422708058))","(np.float64(434378.7025450858), np.float64(4812445.736972344))",1.9699632077494986
"(np.float64(434378.7025450858), np.float64(4812445.736972344))","(np.float64(434384.21749267634), np.float64(4812447.127151501))",5.687463847411702
"(np.float64(434384.21749267634), np.float64(4812447.127151501))","(np.float64(434386.48580800026), np.float64(4812447.438266765))",2.2895517282205735
"(np.float64(434386.48580800026), np.float64(4812447.438266765))","(np.float64(434388.7552045864), np.float64(4812447.8604407115))",2.3083309351424814
"(np.float64(434388.7552045864), np.float64(4812447.8604407115))","(np.float64(434394.3348226414), np.float64(4812447.583971555))",5.586463356507623
"(np.float64(434394.3348226414), np.float64(4812447.583971555))","(np.float64(434396.274148968), np.float64(4812447.342951298))",1.954245983900972
"(np.float64(434396.274148968), np.float64(4812447.342951298))","(np.float64(434401.4912601763), np.float64(4812443.0715536885))",6.742632045144423
"(np.float64(434401.4912601763), np.float64(4812443.0715536885))","(np.float64(434403.3442863637), np.float64(4812442.276033497))",2.0165709572427524
"(np.float64(434403.3442863637), np.float64(4812442.276033497))","(np.float64(434405.27712721756), np.float64(4812441.368668339))",2.135224881999499
"(np.float64(434405.27712721756), np.float64(4812441.368668339))","(np.float64(434410.51154672995), np.float64(4812438.874204548))",5.798404714830807
"(np.float64(434410.51154672995), np.float64(4812438.874204548))","(np.float64(434412.688157056), np.float64(4812438.0755369635))",2.318512976468098
"(np.float64(434412.688157056), np.float64(4812438.0755369635))","(np.float64(434417.6561131062), np.float64(4812433.140167044))",7.002746858458103
"(np.float64(434417.6561131062), np.float64(4812433.140167044))","(np.float64(434419.6568823551), np.float64(4812430.899323655))",3.0040733476630352
"(np.float64(434419.6568823551), np.float64(4812430.899323655))","(np.float64(434421.7385485458), np.float64(4812428.657693519))",3.059124024339307
"(np.float64(434421.7385485458), np.float64(4812428.657693519))","(np.float64(434426.2146591152), np.float64(4812423.060706838))",7.1667165242575726
"(np.float64(434426.2146591152), np.float64(4812423.060706838))","(np.float64(434428.37830646464), np.float64(4812420.929349436))",3.0371128109131384
"(np.float64(434428.37830646464), np.float64(4812420.929349436))","(np.float64(434430.54195518885), np.float64(4812418.79799275))",3.0371132883423915
"(np.float64(434430.54195518885), np.float64(4812418.79799275))","(np.float64(434435.2748163139), np.float64(4812414.642403431))",6.298324937282889
"(np.float64(434435.2748163139), np.float64(4812414.642403431))","(np.float64(434437.1224508267), np.float64(4812413.291603127))",2.288758343742369
"(np.float64(434437.1224508267), np.float64(4812413.291603127))","(np.float64(434442.1735002493), np.float64(4812408.5775805125))",6.9090599559798545
"(np.float64(434442.1735002493), np.float64(4812408.5775805125))","(np.float64(434444.42345597094), np.float64(4812407.000730861))",2.7474998767901435
"(np.float64(434444.42345597094), np.float64(4812407.000730861))","(np.float64(434446.59143634536), np.float64(4812405.313611126))",2.7470915356898904
"(np.float64(434446.59143634536), np.float64(4812405.313611126))","(np.float64(434451.57888943254), np.float64(4812402.377309392))",5.787620941815759
"(np.float64(434451.57888943254), np.float64(4812402.377309392))","(np.float64(434453.3510366619), np.float64(4812401.582590193))",1.942185472291681
"(np.float64(434453.3510366619), np.float64(4812401.582590193))","(np.float64(434458.896124586), np.float64(4812397.752321832))",6.739358708430762
"(np.float64(434458.896124586), np.float64(4812397.752321832))","(np.float64(434461.06735236547), np.float64(4812396.398380579))",2.55878623285567
"(np.float64(434461.06735236547), np.float64(4812396.398380579))","(np.float64(434463.2385810113), np.float64(4812395.04444004))",2.5587865905171463
"(np.float64(434463.2385810113), np.float64(4812395.04444004))","(np.float64(434467.9111060064), np.float64(4812392.999761327))",5.100313801144231
"(np.float64(434467.9111060064), np.float64(4812392.999761327))","(np.float64(434469.6066820821), np.float64(4812392.650064904))",1.7312613369116496
"(np.float64(434469.6066820821), np.float64(4812392.650064904))","(np.float64(434475.42903594085), np.float64(4812392.371303102))",5.82902329714835
"(np.float64(434475.42903594085), np.float64(4812392.371303102))","(np.float64(434477.6045887114), np.float64(4812391.46159888))",2.3580906745954007
"(np.float64(434477.6045887114), np.float64(4812391.46159888))","(np.float64(434479.7790620914), np.float64(4812390.440837461))",2.4021424510012586
"(np.float64(434479.7790620914), np.float64(4812390.440837461))","(np.float64(434485.1041631051), np.float64(4812388.945167047))",5.531159986137837
"(np.float64(434485.1041631051), np.float64(4812388.945167047))","(np.float64(434487.1168462319), np.float64(4812387.925981218))",2.256021525398881
"(np.float64(434487.1168462319), np.float64(4812387.925981218))","(np.float64(434489.04971367953), np.float64(4812387.018640456))",2.135238588261453
"(np.float64(434489.04971367953), np.float64(4812387.018640456))","(np.float64(434493.54966216395), np.float64(4812383.864973722))",5.495011394896752
"(np.float64(434493.54966216395), np.float64(4812383.864973722))","(np.float64(434494.91733835626), np.float64(4812383.074198075))",1.5798304629037276
"(np.float64(434494.91733835626), np.float64(4812383.074198075))","(np.float64(434500.5627941129), np.float64(4812381.242220365))",5.935260148222984
"(np.float64(434500.5627941129), np.float64(4812381.242220365))","(np.float64(434502.7383537472), np.float64(4812380.332524349))",2.358093841366974
"(np.float64(434502.7383537472), np.float64(4812380.332524349))","(np.float64(434504.91283440904), np.float64(4812379.311771139))",2.402145554581071
"(np.float64(434504.91283440904), np.float64(4812379.311771139))","(np.float64(434509.83130952663), np.float64(4812377.597936443))",5.208514840714091
"(np.float64(434509.83130952663), np.float64(4812377.597936443))","(np.float64(434511.28420284024), np.float64(4812377.250609485))",1.49383231863587
"(np.float64(434511.28420284024), np.float64(4812377.250609485))","(np.float64(434517.19934001984), np.float64(4812378.1927346205))",5.989695119429325
"(np.float64(434517.19934001984), np.float64(4812378.1927346205))","(np.float64(434519.6273051554), np.float64(4812378.280206622))",2.42954029610617
"(np.float64(434519.6273051554), np.float64(4812378.280206622))","(np.float64(434522.05527020997), np.float64(4812378.367679496))",2.4295402466439406
"(np.float64(434522.05527020997), np.float64(4812378.367679496))","(np.float64(434527.3825478947), np.float64(4812377.094158539))",5.477384700765181
"(np.float64(434527.3825478947), np.float64(4812377.094158539))","(np.float64(434528.9184966596), np.float64(4812376.968165115))",1.5411077026033098
"(np.float64(434528.9184966596), np.float64(4812376.968165115))","(np.float64(434535.49374940357), np.float64(4812379.236712616))",6.955591736791874
"(np.float64(434535.49374940357), np.float64(4812379.236712616))","(np.float64(434538.1751923352), np.float64(4812380.432412384))",2.9359554034750124
"(np.float64(434538.1751923352), np.float64(4812380.432412384))","(np.float64(434540.7757381497), np.float64(4812381.628899137))",2.862589576265052
"(np.float64(434540.7757381497), np.float64(4812381.628899137))","(np.float64(434547.0252399646), np.float64(4812383.678485727))",6.577011336906053
"(np.float64(434547.0252399646), np.float64(4812383.678485727))","(np.float64(434549.2957255479), np.float64(4812384.21177173))",2.332273299878155
"(np.float64(434549.2957255479), np.float64(4812384.21177173))","(np.float64(434551.5672895394), np.float64(4812384.856116402))",2.361182547648965
"(np.float64(434551.5672895394), np.float64(4812384.856116402))","(np.float64(434556.4965587352), np.float64(4812384.252894896))",4.966041782956426
"(np.float64(434556.4965587352), np.float64(4812384.252894896))","(np.float64(434558.35609074327), np.float64(4812384.123765218))",1.8640101294675588
"(np.float64(434558.35609074327), np.float64(4812384.123765218))","(np.float64(434563.8624196439), np.float64(4812384.6256281715))",5.529152230314199
"(np.float64(434563.8624196439), np.float64(4812384.6256281715))","(np.float64(434566.2914600522), np.float64(4812384.824174863))",2.43714137749722
"(np.float64(434566.2914600522), np.float64(4812384.824174863))","(np.float64(434568.72157879884), np.float64(4812385.133780335))",2.4497617580027304
"(np.float64(434568.72157879884), np.float64(4812385.133780335))","(np.float64(434573.8083276293), np.float64(4812384.0847687))",5.1937885087616555
"(np.float64(434573.8083276293), np.float64(4812384.0847687))","(np.float64(434575.33996188856), np.float64(4812383.514554229))",1.6343341298517207
"(np.float64(434575.33996188856), np.float64(4812383.514554229))","(np.float64(434580.50653070695), np.float64(4812382.353704258))",5.295375908256334
